,old ratio,hit_rate
30/11/2019 20:45:31,0.0,1.0
30/11/2019 20:45:35,100.0,3001.0
30/11/2019 21:35:37,91.30434782608695,5740.130434782608
30/11/2019 23:11:19,100.0,8740.130434782608
01/12/2019 01:37:00,86.95652173913044,11348.82608695652
01/12/2019 04:46:12,82.6086956521739,13827.086956521736
01/12/2019 08:36:41,78.26086956521739,16174.913043478258
01/12/2019 13:06:19,69.56521739130434,18261.86956521739
01/12/2019 18:32:48,64.0,20181.86956521739
